Date,Tmax,Tmin,Tavg
29-07-2009,20,5.7,12.85
30-07-2009,21.8,5.4,13.6
31-07-2009,21.6,7,14.3
01-08-2009,20.3,2.6,11.45
02-08-2009,20.9,3.5,12.2
03-08-2009,21.5,3.8,12.65
04-08-2009,21.1,3.8,12.45
05-08-2009,20.9,6.6,13.75
06-08-2009,19.5,13,16.25
07-08-2009,20.2,5.6,12.9
08-08-2009,21.7,12.8,17.25
09-08-2009,21,11.9,16.45
10-08-2009,20.8,14.1,17.45
11-08-2009,17.5,10.6,14.05
12-08-2009,18.9,11.7,15.3
13-08-2009,20.8,11,15.9
14-08-2009,20.4,13.7,17.05
15-08-2009,15.2,9.2,12.2
16-08-2009,17.9,10.2,14.05
17-08-2009,20.1,11.2,15.65
18-08-2009,19.3,8.4,13.85
19-08-2009,19.2,12.3,15.75
20-08-2009,18.2,12.6,15.4
21-08-2009,17.2,10.1,13.65
22-08-2009,17.9,12.2,15.05
23-08-2009,17.1,12.5,14.8
24-08-2009,18.4,10.7,14.55
25-08-2009,19.3,6.3,12.8
26-08-2009,20.1,4.2,12.15
27-08-2009,17.8,3.3,10.55
28-08-2009,17.3,9,13.15
29-08-2009,16.7,0.9,8.8
30-08-2009,17.1,4.6,10.85
31-08-2009,19.2,6.4,12.8
01-09-2009,19.2,8.4,13.8
02-09-2009,16,9.7,12.85
03-09-2009,17.8,9.3,13.55
04-09-2009,22.4,5.8,14.1
05-09-2009,16.3,9.7,13
06-09-2009,17.4,7.1,12.25
07-09-2009,19.4,10.2,14.8
08-09-2009,19.4,6,12.7
09-09-2009,19.8,10.9,15.35
10-09-2009,18.4,14,16.2
11-09-2009,19.8,13.4,16.6
12-09-2009,17,10.7,13.85
13-09-2009,18.4,8.6,13.5
14-09-2009,20,9.4,14.7
15-09-2009,18,11.8,14.9
16-09-2009,18.7,5.9,12.3
17-09-2009,20.4,10.3,15.35
18-09-2009,17.5,12,14.75
19-09-2009,16.8,8.7,12.75
20-09-2009,18.2,9.4,13.8
21-09-2009,17.5,12.5,15
22-09-2009,17.7,4.3,11
23-09-2009,20.1,12,16.05
24-09-2009,19.1,12.3,15.7
25-09-2009,18.7,2.5,10.6
26-09-2009,21,7.2,14.1
27-09-2009,26.5,7.7,17.1
28-09-2009,17,10.6,13.8
29-09-2009,14.3,8.1,11.2
30-09-2009,19.1,5.4,12.25
01-10-2009,20.1,3.9,12
02-10-2009,21.8,6.1,13.95
03-10-2009,20.2,11.6,15.9
04-10-2009,20.2,4.7,12.45
05-10-2009,24.3,11.7,18
06-10-2009,23.8,8.5,16.15
07-10-2009,22.8,10.8,16.8
08-10-2009,24.4,9.5,16.95
09-10-2009,23,8.2,15.6
10-10-2009,20.6,14.1,17.35
11-10-2009,17.7,8.6,13.15
12-10-2009,19.8,7.4,13.6
13-10-2009,20.7,8.9,14.8
14-10-2009,23.9,8.2,16.05
15-10-2009,27.8,12.8,20.3
16-10-2009,31.5,13.2,22.35
17-10-2009,37,17.1,27.05
18-10-2009,25.6,13,19.3
19-10-2009,22.2,16.1,19.15
20-10-2009,23.7,9.4,16.55
21-10-2009,25.9,11.7,18.8
22-10-2009,24.9,8.1,16.5
23-10-2009,27.1,12.6,19.85
24-10-2009,21.2,14.1,17.65
25-10-2009,32.5,15,23.75
26-10-2009,24.4,16.5,20.45
27-10-2009,26.7,15.6,21.15
28-10-2009,21.4,14.9,18.15
29-10-2009,21.3,8.4,14.85
30-10-2009,27.8,7.4,17.6
31-10-2009,24.5,11.6,18.05
01-11-2009,24.3,10.3,17.3
02-11-2009,26.4,10.4,18.4
03-11-2009,31.3,11.3,21.3
04-11-2009,34.5,15.7,25.1
05-11-2009,31.2,20.5,25.85
06-11-2009,29.5,19.7,24.6
07-11-2009,24,13.3,18.65
08-11-2009,23.5,11.1,17.3
09-11-2009,30.9,9.4,20.15
10-11-2009,32.9,17.1,25
11-11-2009,33.7,12.9,23.3
12-11-2009,30.6,19.4,25
13-11-2009,26.2,18.7,22.45
14-11-2009,23.7,12.7,18.2
15-11-2009,27.6,9.4,18.5
16-11-2009,23.8,15.7,19.75
17-11-2009,22.9,12.2,17.55
18-11-2009,22.2,15.2,18.7
19-11-2009,21.4,13.2,17.3
20-11-2009,22,11.9,16.95
21-11-2009,22.6,10.6,16.6
22-11-2009,27.8,11.4,19.6
23-11-2009,34.3,11.2,22.75
24-11-2009,37.1,11.3,24.2
25-11-2009,24.1,10.9,17.5
26-11-2009,21.6,9.8,15.7
27-11-2009,22.9,6.8,14.85
28-11-2009,31.6,9.9,20.75
29-11-2009,29.7,11.6,20.65
30-11-2009,26.7,9.4,18.05
01-12-2009,24.7,13.5,19.1
02-12-2009,24.3,9.1,16.7
03-12-2009,29.3,14,21.65
04-12-2009,35.8,13.4,24.6
05-12-2009,37.2,18.9,28.05
06-12-2009,32.3,17.7,25
07-12-2009,29.5,18,23.75
08-12-2009,28.3,13.2,20.75
09-12-2009,29.7,14.1,21.9
10-12-2009,28.4,13.6,21
11-12-2009,32.3,13.3,22.8
12-12-2009,37.1,12.6,24.85
13-12-2009,39,13,26
14-12-2009,28.5,11.6,20.05
15-12-2009,28.1,10.9,19.5
16-12-2009,25.5,14.3,19.9
17-12-2009,29.1,13.2,21.15
18-12-2009,34.8,15.4,25.1
19-12-2009,37.2,20.2,28.7
20-12-2009,36.5,19.4,27.95
21-12-2009,34.2,21.1,27.65
22-12-2009,32.6,18.6,25.6
23-12-2009,26.9,15.3,21.1
24-12-2009,30.8,14.8,22.8
25-12-2009,36.2,13.4,24.8
26-12-2009,35.1,14.4,24.75
27-12-2009,32.6,16.8,24.7
28-12-2009,40.2,17,28.6
29-12-2009,42.7,24.7,33.7
30-12-2009,25.5,17.9,21.7
31-12-2009,27.6,15.2,21.4
01-01-2010,31.3,13.2,22.25
02-01-2010,37.4,16.9,27.15
03-01-2010,40.7,20.8,30.75
04-01-2010,36.8,21.1,28.95
05-01-2010,39.4,18.7,29.05
06-01-2010,35.9,22.2,29.05
07-01-2010,29,16.6,22.8
08-01-2010,33.1,15.4,24.25
09-01-2010,33.1,18.4,25.75
10-01-2010,27.4,13.4,20.4
11-01-2010,26,12.4,19.2
12-01-2010,29.8,14.9,22.35
13-01-2010,35.5,14.2,24.85
14-01-2010,39.1,18.8,28.95
15-01-2010,35.4,19.3,27.35
16-01-2010,36,15.7,25.85
17-01-2010,43,20.5,31.75
18-01-2010,43.2,26.6,34.9
19-01-2010,42.2,27,34.6
20-01-2010,32,21,26.5
21-01-2010,30.6,18.5,24.55
22-01-2010,30.9,16.9,23.9
23-01-2010,37.2,16.8,27
24-01-2010,36.4,25,30.7
25-01-2010,31.8,20.7,26.25
26-01-2010,34.3,20.7,27.5
27-01-2010,36.8,20.1,28.45
28-01-2010,36.6,19.7,28.15
29-01-2010,40.1,20.2,30.15
30-01-2010,33.7,22.5,28.1
31-01-2010,31.8,15.7,23.75
01-02-2010,33.8,17.3,25.55
02-02-2010,29.9,16.7,23.3
03-02-2010,27.6,12.6,20.1
04-02-2010,28.8,14.4,21.6
05-02-2010,33.3,10.5,21.9
06-02-2010,25.3,16.2,20.75
07-02-2010,27.4,18.1,22.75
08-02-2010,34.9,17.8,26.35
09-02-2010,36.6,17.5,27.05
10-02-2010,26.2,20.4,23.3
11-02-2010,27.9,20.3,24.1
12-02-2010,33.1,16.5,24.8
13-02-2010,33.3,18.9,26.1
14-02-2010,37.7,16.3,27
15-02-2010,32.9,16.5,24.7
16-02-2010,32.4,18.1,25.25
17-02-2010,33.8,20.9,27.35
18-02-2010,36.1,17.2,26.65
19-02-2010,28.7,18.8,23.75
20-02-2010,28.9,15.6,22.25
21-02-2010,31.3,15.6,23.45
22-02-2010,34.3,18.3,26.3
23-02-2010,36.7,15.9,26.3
24-02-2010,39.2,21.4,30.3
25-02-2010,41.9,24.3,33.1
26-02-2010,37.5,27,32.25
27-02-2010,38.7,21.3,30
28-02-2010,37.2,20.5,28.85
01-03-2010,39.6,22.2,30.9
02-03-2010,37.6,19.7,28.65
03-03-2010,31.4,17.4,24.4
04-03-2010,28,16.6,22.3
05-03-2010,27.1,12.9,20
06-03-2010,29.5,12.8,21.15
07-03-2010,32.4,17.9,25.15
08-03-2010,31.9,17.4,24.65
09-03-2010,33.1,18.1,25.6
10-03-2010,34.4,18.8,26.6
11-03-2010,38.4,21.8,30.1
12-03-2010,41.1,28.6,34.85
13-03-2010,32.5,19.8,26.15
14-03-2010,30.9,21.1,26
15-03-2010,27.9,17.7,22.8
16-03-2010,26.6,16.1,21.35
17-03-2010,29.3,12.8,21.05
18-03-2010,28.9,11.6,20.25
19-03-2010,25.1,14.1,19.6
20-03-2010,30.5,12.4,21.45
21-03-2010,33.3,19.5,26.4
22-03-2010,33.7,20.6,27.15
23-03-2010,32.8,18.3,25.55
24-03-2010,27.4,17.4,22.4
25-03-2010,29.5,19.8,24.65
26-03-2010,28.9,18.7,23.8
27-03-2010,25.1,19,22.05
28-03-2010,26.3,14.9,20.6
29-03-2010,29.3,13,21.15
30-03-2010,32.5,14.7,23.6
31-03-2010,29.9,13,21.45
01-04-2010,29.8,17.4,23.6
02-04-2010,29.5,16.7,23.1
03-04-2010,22.9,18.2,20.55
04-04-2010,23.5,17.2,20.35
05-04-2010,23.8,10.6,17.2
06-04-2010,26.3,15.5,20.9
07-04-2010,29.9,11.1,20.5
08-04-2010,25.7,12.8,19.25
09-04-2010,25.6,15.7,20.65
10-04-2010,24.8,12.6,18.7
11-04-2010,30.3,13.1,21.7
12-04-2010,18.5,16.3,17.4
13-04-2010,24.2,11.6,17.9
14-04-2010,23.6,14.6,19.1
15-04-2010,22.4,15.6,19
16-04-2010,24.4,13.8,19.1
17-04-2010,26.9,11.1,19
18-04-2010,32.5,16.3,24.4
19-04-2010,28.1,17.6,22.85
20-04-2010,25,15.1,20.05
21-04-2010,24.8,11.4,18.1
22-04-2010,20.9,14.5,17.7
23-04-2010,22.8,7.5,15.15
24-04-2010,24.8,8.2,16.5
25-04-2010,26.6,9,17.8
26-04-2010,24.7,8.4,16.55
27-04-2010,26.6,9.2,17.9
28-04-2010,29.6,7.3,18.45
29-04-2010,29.5,10.5,20
30-04-2010,23.3,11.4,17.35
01-05-2010,22,11.3,16.65
02-05-2010,24.2,9.7,16.95
03-05-2010,22.9,7.9,15.4
04-05-2010,21.9,9.8,15.85
05-05-2010,25.8,7.4,16.6
06-05-2010,25.9,4.7,15.3
07-05-2010,29.5,10.1,19.8
08-05-2010,26.9,8.7,17.8
09-05-2010,22.9,5.9,14.4
10-05-2010,20.2,4.7,12.45
11-05-2010,23,6.7,14.85
12-05-2010,23.1,8.4,15.75
13-05-2010,16.6,10,13.3
14-05-2010,18.4,2.5,10.45
15-05-2010,19.2,1.1,10.15
16-05-2010,20.7,7.1,13.9
17-05-2010,22.8,5.7,14.25
18-05-2010,24.6,11.8,18.2
19-05-2010,22.7,9.5,16.1
20-05-2010,27.8,7.5,17.65
21-05-2010,24,13.9,18.95
22-05-2010,19.6,14.8,17.2
23-05-2010,18.1,13.4,15.75
24-05-2010,18.8,5.4,12.1
25-05-2010,19.4,7.9,13.65
26-05-2010,22.8,7.1,14.95
27-05-2010,18.6,9.9,14.25
28-05-2010,20.4,8.6,14.5
29-05-2010,21.1,8.5,14.8
30-05-2010,24.2,9.9,17.05
31-05-2010,20.9,7.5,14.2
01-06-2010,19.2,7,13.1
02-06-2010,21,6.4,13.7
03-06-2010,21.4,5.6,13.5
04-06-2010,20.6,9.4,15
05-06-2010,21.2,14.7,17.95
06-06-2010,22.3,14.2,18.25
07-06-2010,20.4,8.8,14.6
08-06-2010,17.3,10.6,13.95
09-06-2010,17.7,7.8,12.75
10-06-2010,19.2,6.5,12.85
11-06-2010,20.6,8,14.3
12-06-2010,23.1,8.6,15.85
13-06-2010,24.7,6.6,15.65
14-06-2010,20.4,10.8,15.6
15-06-2010,16.4,14.2,15.3
16-06-2010,18.5,11.4,14.95
17-06-2010,18.9,5.7,12.3
18-06-2010,20.1,9.3,14.7
19-06-2010,20.7,13.4,17.05
20-06-2010,21,6.7,13.85
21-06-2010,20.8,8,14.4
22-06-2010,19.6,8.1,13.85
23-06-2010,17.3,11.6,14.45
24-06-2010,15.5,1.5,8.5
25-06-2010,15.9,0.3,8.1
26-06-2010,17,0.2,8.6
27-06-2010,18.2,1.7,9.95
28-06-2010,15.5,1.8,8.65
29-06-2010,17.7,2.3,10
30-06-2010,17.2,1.1,9.15
01-07-2010,17.2,3.8,10.5
02-07-2010,16.8,4,10.4
03-07-2010,15.4,-1,7.2
04-07-2010,17.4,-0.2,8.6
05-07-2010,16.6,-0.5,8.05
06-07-2010,18,1.8,9.9
07-07-2010,20.8,4.7,12.75
08-07-2010,17.5,3.5,10.5
09-07-2010,12.3,8.8,10.55
10-07-2010,18,6.8,12.4
11-07-2010,19,9.7,14.35
12-07-2010,15.8,11.1,13.45
13-07-2010,17.3,8.3,12.8
14-07-2010,18.8,4.6,11.7
15-07-2010,20.5,8.7,14.6
16-07-2010,20.1,4.1,12.1
17-07-2010,17.5,4.4,10.95
18-07-2010,17,2,9.5
19-07-2010,17.9,6.2,12.05
20-07-2010,18.4,5.4,11.9
21-07-2010,20.4,7.1,13.75
22-07-2010,19.8,6.7,13.25
23-07-2010,20.4,3.7,12.05
24-07-2010,20,7.7,13.85
25-07-2010,23.1,4.7,13.9
26-07-2010,19.8,10.9,15.35
27-07-2010,19.3,11.6,15.45
28-07-2010,18.7,11.1,14.9
29-07-2010,17.3,10.6,13.95
30-07-2010,17,3.5,10.25
31-07-2010,19.5,7,13.25
01-08-2010,21.3,5.1,13.2
02-08-2010,24.3,8.9,16.6
03-08-2010,24.1,3.4,13.75
04-08-2010,24.2,6.9,15.55
05-08-2010,21,2.4,11.7
06-08-2010,18.8,6.3,12.55
07-08-2010,18.2,3,10.6
08-08-2010,19.1,1.2,10.15
09-08-2010,17.8,2.6,10.2
10-08-2010,21.1,4,12.55
11-08-2010,20.3,11.4,15.85
12-08-2010,17.2,12.6,14.9
13-08-2010,18.4,7.4,12.9
14-08-2010,18.4,7.1,12.75
15-08-2010,19.4,4.6,12
16-08-2010,18.8,6,12.4
17-08-2010,18.6,4.5,11.55
18-08-2010,16.1,5.7,10.9
19-08-2010,18.3,3.4,10.85
20-08-2010,17.7,5.8,11.75
21-08-2010,18,5.8,11.9
22-08-2010,16.6,10.8,13.7
23-08-2010,17.7,1.6,9.65
24-08-2010,17.5,9.2,13.35
25-08-2010,17.8,4.2,11
26-08-2010,19.1,1.4,10.25
27-08-2010,21.4,5.1,13.25
28-08-2010,24.7,7.4,16.05
29-08-2010,21.3,5.6,13.45
30-08-2010,20.2,10.2,15.2
31-08-2010,15.7,11.8,13.75
01-09-2010,18.6,11.1,14.85
02-09-2010,18.3,4,11.15
03-09-2010,19.9,5,12.45
04-09-2010,19.6,8.4,14
05-09-2010,21.1,3.7,12.4
06-09-2010,22.5,4.9,13.7
07-09-2010,20,6.7,13.35
08-09-2010,17.4,6.3,11.85
09-09-2010,17.9,10.5,14.2
10-09-2010,18.2,3.5,10.85
11-09-2010,18.3,3.4,10.85
12-09-2010,17.3,10,13.65
13-09-2010,18.9,2.7,10.8
14-09-2010,20.7,6.6,13.65
15-09-2010,22.5,8.7,15.6
16-09-2010,24.1,9.3,16.7
17-09-2010,21.8,11.4,16.6
18-09-2010,18.6,9.5,14.05
19-09-2010,23.1,7.8,15.45
20-09-2010,24,8,16
21-09-2010,25.2,10,17.6
22-09-2010,26.5,4.4,15.45
23-09-2010,28.4,7,17.7
24-09-2010,26,6.3,16.15
25-09-2010,27.2,8.8,18
26-09-2010,23.6,6.4,15
27-09-2010,23.2,11.2,17.2
28-09-2010,27.3,10.8,19.05
29-09-2010,29.7,14.9,22.3
30-09-2010,24.3,19.2,21.75
01-10-2010,25.9,14.5,20.2
02-10-2010,21.4,11.7,16.55
03-10-2010,22.3,4.6,13.45
04-10-2010,23.6,4.8,14.2
05-10-2010,23.4,7,15.2
06-10-2010,24,9.7,16.85
07-10-2010,28.4,10.8,19.6
08-10-2010,30.7,9.7,20.2
09-10-2010,28.7,10.9,19.8
10-10-2010,20.6,15.4,18
11-10-2010,20.2,3.8,12
12-10-2010,24.1,6.1,15.1
13-10-2010,23.4,5.9,14.65
14-10-2010,22.2,9.5,15.85
15-10-2010,24,8.5,16.25
16-10-2010,26.8,11.2,19
17-10-2010,29.1,7,18.05
18-10-2010,32.6,9,20.8
19-10-2010,27,12.3,19.65
20-10-2010,24.3,9,16.65
21-10-2010,20.4,7.6,14
22-10-2010,22.3,9.1,15.7
23-10-2010,27.1,12.9,20
24-10-2010,28.1,11.9,20
25-10-2010,26.5,9.8,18.15
26-10-2010,33.9,10.1,22
27-10-2010,22,16.5,19.25
28-10-2010,20.4,14.1,17.25
29-10-2010,22.3,4,13.15
30-10-2010,24.9,11,17.95
31-10-2010,28.4,12.4,20.4
01-11-2010,31.1,11.7,21.4
02-11-2010,34.4,11.6,23
03-11-2010,37.3,15.3,26.3
04-11-2010,26,11.1,18.55
05-11-2010,22.6,10.1,16.35
06-11-2010,23,7.2,15.1
07-11-2010,24.7,10.9,17.8
08-11-2010,30.6,12.2,21.4
09-11-2010,26.9,17.5,22.2
10-11-2010,25,16.3,20.65
11-11-2010,22.2,11.5,16.85
12-11-2010,23.2,6.6,14.9
13-11-2010,25.6,12.1,18.85
14-11-2010,28.8,14,21.4
15-11-2010,29.9,14.2,22.05
16-11-2010,31.2,14.9,23.05
17-11-2010,35.1,12,23.55
18-11-2010,37.8,15.7,26.75
19-11-2010,40.5,19.7,30.1
20-11-2010,30.1,15.6,22.85
21-11-2010,33,20.3,26.65
22-11-2010,27.2,19.4,23.3
23-11-2010,26.1,17.5,21.8
24-11-2010,29.7,14.5,22.1
25-11-2010,29.1,13.7,21.4
26-11-2010,30.8,17.6,24.2
27-11-2010,33.9,14.7,24.3
28-11-2010,36.8,17.3,27.05
29-11-2010,37,19.2,28.1
30-11-2010,38.2,14.3,26.25
01-12-2010,26.9,16.4,21.65
02-12-2010,25.3,14.6,19.95
03-12-2010,22.6,9.3,15.95
04-12-2010,23.3,5.8,14.55
05-12-2010,24,12.3,18.15
06-12-2010,23.3,15.6,19.45
07-12-2010,24.3,13.9,19.1
08-12-2010,25.3,14.9,20.1
09-12-2010,27.6,13.1,20.35
10-12-2010,28.5,13.4,20.95
11-12-2010,31.9,12.5,22.2
12-12-2010,36.6,19.3,27.95
13-12-2010,28.1,16.5,22.3
14-12-2010,26.6,9.9,18.25
15-12-2010,31.1,15.4,23.25
16-12-2010,33.9,17.3,25.6
17-12-2010,31.9,17,24.45
18-12-2010,30.7,14.8,22.75
19-12-2010,29.7,15,22.35
20-12-2010,27.7,14.8,21.25
21-12-2010,35,16.8,25.9
22-12-2010,32.5,20.6,26.55
23-12-2010,35.7,22.5,29.1
24-12-2010,32.4,19.1,25.75
25-12-2010,40.6,18.2,29.4
26-12-2010,36.9,19.9,28.4
27-12-2010,40.7,21.1,30.9
28-12-2010,31.7,19.2,25.45
29-12-2010,30.5,17.2,23.85
30-12-2010,33.4,13.2,23.3
31-12-2010,36.3,19.3,27.8
01-01-2011,36.8,17.2,27
02-01-2011,40.3,18.7,29.5
03-01-2011,36.4,25.4,30.9
04-01-2011,38,21.7,29.85
05-01-2011,29,23.3,26.15
06-01-2011,25.9,18.5,22.2
07-01-2011,26.2,17.3,21.75
08-01-2011,32.2,16.7,24.45
09-01-2011,37.4,18.4,27.9
10-01-2011,36.5,22.5,29.5
11-01-2011,35.2,18.3,26.75
12-01-2011,37.2,19.4,28.3
13-01-2011,36.4,20,28.2
14-01-2011,26,16,21
15-01-2011,29.3,13.4,21.35
16-01-2011,36.8,17.3,27.05
17-01-2011,37.1,21,29.05
18-01-2011,33.5,18.9,26.2
19-01-2011,32.1,17.8,24.95
20-01-2011,29.7,16.2,22.95
21-01-2011,35.3,18,26.65
22-01-2011,33.6,16,24.8
23-01-2011,31.2,20.2,25.7
24-01-2011,24.6,19.1,21.85
25-01-2011,27.1,11.2,19.15
26-01-2011,30.8,11.3,21.05
27-01-2011,40,17.7,28.85
28-01-2011,40.4,26.9,33.65
29-01-2011,41.8,23.4,32.6
30-01-2011,38.4,23.5,30.95
31-01-2011,29.5,22.7,26.1
01-02-2011,30.7,17.9,24.3
02-02-2011,33.8,17.2,25.5
03-02-2011,37,19.8,28.4
04-02-2011,37,22.8,29.9
05-02-2011,29.7,18.3,24
06-02-2011,30.3,16.2,23.25
07-02-2011,32.8,18.4,25.6
08-02-2011,33.8,20.9,27.35
09-02-2011,32.5,19.8,26.15
10-02-2011,35.3,20.7,28
11-02-2011,32.5,20.6,26.55
12-02-2011,31.9,19.2,25.55
13-02-2011,33.7,17.8,25.75
14-02-2011,35.1,21.3,28.2
15-02-2011,37.6,23.1,30.35
16-02-2011,39.5,24.9,32.2
17-02-2011,34.4,21.7,28.05
18-02-2011,34.3,20.9,27.6
19-02-2011,35.8,18.6,27.2
20-02-2011,30.6,21.1,25.85
21-02-2011,36.9,22,29.45
22-02-2011,36.7,20.3,28.5
23-02-2011,35.2,19.9,27.55
24-02-2011,36,23.8,29.9
25-02-2011,38.7,24.5,31.6
26-02-2011,37.6,21.3,29.45
27-02-2011,38.1,23.3,30.7
28-02-2011,40.1,26.6,33.35
01-03-2011,35.6,21.3,28.45
02-03-2011,33.1,20.5,26.8
03-03-2011,35.1,19.6,27.35
04-03-2011,36.4,21.5,28.95
05-03-2011,29.4,22.2,25.8
06-03-2011,28,16.4,22.2
07-03-2011,28.7,17.4,23.05
08-03-2011,31.4,18.1,24.75
09-03-2011,33.3,18,25.65
10-03-2011,32.7,17.1,24.9
11-03-2011,28.6,13.9,21.25
12-03-2011,28.3,17.5,22.9
13-03-2011,31.1,16.5,23.8
14-03-2011,35.4,18.8,27.1
15-03-2011,35.6,22.8,29.2
16-03-2011,33.8,19.3,26.55
17-03-2011,32.7,20.7,26.7
18-03-2011,31.2,19,25.1
19-03-2011,29.7,15.7,22.7
20-03-2011,29.7,16.6,23.15
21-03-2011,32.1,16.8,24.45
22-03-2011,34,20.9,27.45
23-03-2011,32,16.2,24.1
24-03-2011,36,19.5,27.75
25-03-2011,37,20.9,28.95
26-03-2011,35.6,21.8,28.7
27-03-2011,34.8,15.6,25.2
28-03-2011,34.9,12.5,23.7
29-03-2011,33.9,19.1,26.5
30-03-2011,32.9,18.5,25.7
31-03-2011,32.4,18.5,25.45
01-04-2011,31.7,16.6,24.15
02-04-2011,30.7,17.2,23.95
03-04-2011,31.9,15.9,23.9
04-04-2011,33.6,17.5,25.55
05-04-2011,35.8,13.3,24.55
06-04-2011,31,13.9,22.45
07-04-2011,23.8,14.4,19.1
08-04-2011,24.1,7.5,15.8
09-04-2011,26.4,11.2,18.8
10-04-2011,30.5,16.1,23.3
11-04-2011,25,18.4,21.7
12-04-2011,25.5,17.2,21.35
13-04-2011,25.9,11.1,18.5
14-04-2011,26.8,11.5,19.15
15-04-2011,31.4,10.9,21.15
16-04-2011,36.3,20.6,28.45
17-04-2011,27.9,18.1,23
18-04-2011,26.4,19.3,22.85
19-04-2011,27,14.1,20.55
20-04-2011,26.1,11.4,18.75
21-04-2011,29.3,11.7,20.5
22-04-2011,32.7,17,24.85
23-04-2011,28.2,17.7,22.95
24-04-2011,25.7,18.8,22.25
25-04-2011,26.7,13.5,20.1
26-04-2011,27.2,12,19.6
27-04-2011,22.3,15.7,19
28-04-2011,20.5,9.6,15.05
29-04-2011,24.1,7.4,15.75
30-04-2011,23.6,6.5,15.05
01-05-2011,24.6,7.4,16
02-05-2011,26,10.3,18.15
03-05-2011,26.7,10.5,18.6
04-05-2011,26.9,10.2,18.55
05-05-2011,25.7,9.8,17.75
06-05-2011,23.4,14.1,18.75
07-05-2011,25.7,11.5,18.6
08-05-2011,29.9,15.2,22.55
09-05-2011,26.7,9.7,18.2
10-05-2011,25.6,15.2,20.4
11-05-2011,23.7,14,18.85
12-05-2011,23.6,9.1,16.35
13-05-2011,23.3,11.4,17.35
14-05-2011,22.9,12.7,17.8
15-05-2011,22.3,14.8,18.55
16-05-2011,24.8,15.7,20.25
17-05-2011,23.1,12.4,17.75
18-05-2011,21.7,8.8,15.25
19-05-2011,25.4,10.5,17.95
20-05-2011,18.2,15.6,16.9
21-05-2011,18.2,3.1,10.65
22-05-2011,21.9,4.1,13
23-05-2011,22,4.4,13.2
24-05-2011,19.9,6.8,13.35
25-05-2011,20.8,12.2,16.5
26-05-2011,21.1,11.5,16.3
27-05-2011,23.1,12,17.55
28-05-2011,25.3,10.8,18.05
29-05-2011,25.6,8,16.8
30-05-2011,21.9,15.3,18.6
31-05-2011,21.2,12.6,16.9
01-06-2011,21,14.4,17.7
02-06-2011,19.8,13.4,16.6
03-06-2011,19.4,6.6,13
04-06-2011,17.2,7.9,12.55
05-06-2011,18.8,7,12.9
06-06-2011,19.7,4.2,11.95
07-06-2011,18.3,8.3,13.3
08-06-2011,19.8,5.1,12.45
09-06-2011,20.3,13.2,16.75
10-06-2011,20.6,10.7,15.65
11-06-2011,19.8,11.2,15.5
12-06-2011,21,10.3,15.65
13-06-2011,18.2,10,14.1
14-06-2011,14,9.9,11.95
15-06-2011,19.5,10.3,14.9
16-06-2011,20.1,11.6,15.85
17-06-2011,20,8,14
18-06-2011,20.7,12.1,16.4
19-06-2011,20,11.3,15.65
20-06-2011,20.7,11.9,16.3
21-06-2011,20.9,10.6,15.75
22-06-2011,20.9,7.9,14.4
23-06-2011,22.2,8,15.1
24-06-2011,23.1,14,18.55
25-06-2011,18.8,9.6,14.2
26-06-2011,20.4,8.6,14.5
27-06-2011,24.3,8.8,16.55
28-06-2011,15.6,13.9,14.75
29-06-2011,18.2,10.2,14.2
30-06-2011,17,9.5,13.25
01-07-2011,17.4,8.1,12.75
02-07-2011,16.9,9.1,13
03-07-2011,14.9,5.7,10.3
04-07-2011,15.9,0.2,8.05
05-07-2011,16.4,1.8,9.1
06-07-2011,17.3,1.5,9.4
07-07-2011,16,2.7,9.35
08-07-2011,16.3,4.4,10.35
09-07-2011,16.5,8.2,12.35
10-07-2011,14.1,2.8,8.45
11-07-2011,12.8,10.1,11.45
12-07-2011,17.1,10.6,13.85
13-07-2011,20,9.7,14.85
14-07-2011,22.1,8.2,15.15
15-07-2011,18.7,11.3,15
16-07-2011,18.9,9.5,14.2
17-07-2011,18.8,8,13.4
18-07-2011,19.2,9.1,14.15
19-07-2011,20.2,10.5,15.35
20-07-2011,18.6,10.7,14.65
21-07-2011,18.9,8.7,13.8
22-07-2011,18.7,7.6,13.15
23-07-2011,19.8,8.2,14
24-07-2011,21.7,11.4,16.55
25-07-2011,18.6,13.2,15.9
26-07-2011,20.3,11.3,15.8
27-07-2011,21.8,8,14.9
28-07-2011,20.1,14.2,17.15
29-07-2011,20.4,13.8,17.1
30-07-2011,20.9,12.9,16.9
31-07-2011,20.7,13.7,17.2
01-08-2011,19.8,11.2,15.5
02-08-2011,20.2,13.6,16.9
03-08-2011,17.3,12,14.65
04-08-2011,16.9,3,9.95
05-08-2011,16.5,4.6,10.55
06-08-2011,20.5,5.9,13.2
07-08-2011,20.8,11,15.9
08-08-2011,19.4,13.2,16.3
09-08-2011,18.7,8.4,13.55
10-08-2011,19.5,4.1,11.8
11-08-2011,20.2,5.7,12.95
12-08-2011,22,7.3,14.65
13-08-2011,24.7,10.3,17.5
14-08-2011,18.4,13.3,15.85
15-08-2011,20.3,10.7,15.5
16-08-2011,17.4,9.9,13.65
17-08-2011,18.3,7.5,12.9
18-08-2011,19.7,8.1,13.9
19-08-2011,23.4,9.5,16.45
20-08-2011,24.1,9,16.55
21-08-2011,27,14.4,20.7
22-08-2011,18.3,13.9,16.1
23-08-2011,20.9,7.3,14.1
